mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,kind,locator,matched_key,match_score,match_method,resolution,abbreviation,abbreviation_expansion
mention-0288,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,186,186,2,"Valls i Taberner F. Un viatger català a la Rússia de Stalin (1928) / ed. E. Zurawka, Barcelona: PPU, 1985. 135 p. Говорить о раннем знакомстве с И.В. Арским в этот период не приходится, потому что лишь к 1928 г. относится зачисление последнего в ЛГУ. К сожалению, у нас не было возможности получить данные из эпистолярного архива Ф. Вальса-Табернера.",full_reference,,korneeva-research-411,0.98,exact_title,matched,,
mention-0289,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,187,187,1,Арский И.В. Указ. соч. С. 42.,abbreviated_reference,С. 42,,0.223,below_threshold,unresolved,,
mention-0290,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,188,188,1,"Мильская Л.Т. Очерки из истории деревни в Каталонии X–XII вв. М., 1962. 153 c; Она же. Власть графов-королей Барселонского дома и управление доменами короны // Власть и политическая культура в средневековой Европе Ч. 1. М., 1992. C. 100–105.",full_reference,Т. Очерки из истории деревни в Каталонии X–XII вв,korneeva-research-080,0.887,token_overlap,matched,,
mention-0291,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,189,189,1,К их числу относятся следующие статьи:,commentary,,,,,not_bibliographic,,
mention-0292,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,189,189,2,"Мильская Л.Т. Аграрное развитие Каталонии и окружающая среда (XII – начало XIII в.) // СВ. 1981. № 44. C. 117–135; Она же. К вопросу о структуре господствующего класса в Каталонии X—XII вв. // СВ. 1984. № 47. C. 21–28; Она же. Пригородное землевладение арабов и Реконкиста в Каталонии XII века // Проблемы испанской истории. / под ред. С.П. Пожарской, М.: Наука, 1984. C. 158–165; Она же. К вопросу о судьбах общины в Каталонии X–XII вв. // СВ. 1985. № 48. C. 38–46; Она же. Феодальная собственность и государственная власть в Каталонии в эпоху завершения Реконкисты // Проблемы испанской истории / под ред. С.П. Пожарской. М.: Наука, 1992. C. 160–165.",full_reference,Т. Аграрное развитие Каталонии и окружающая среда (XII – начало XIII в,,0.547,below_threshold,unresolved,,
mention-0293,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,190,190,1,Она же. Указ. соч. 1962. С. 8.,abbreviated_reference,С. 8,,,,unresolved,,
mention-0294,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,191,191,1,Там же. С. 7–8.,short_reference,С. 7–8,korneeva-research-080,1.0,sequential_short_reference,matched,,
mention-0295,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,192,192,1,"Корсунский А.Р. История Испании IX–XIII веков: Социально-экономические отношения и политический строй Астуро-Леонского и Леоно-Кастильского королевства. М.: Высшая школа, 1976. 238 c. Среди других его работ см.",full_reference,,korneeva-research-067,0.98,exact_title,matched,,
mention-0296,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,192,192,2,"Корсунский А.Р. Готская Испания: Очерки социально-экономической и политической истории. М.: Изд-во Моск. ун-та, 1969. 326 c.",full_reference,,korneeva-research-066,0.98,exact_title,matched,,
mention-0297,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,193,193,1,Он же. История Испании IX–XIII веков… С. 87.,abbreviated_reference,С. 87,,0.55,below_threshold,unresolved,,
mention-0298,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,194,194,1,Этому направлению исследований был посвящён ряд её ранних статей и диссертация на соискание учёной степени кандидата исторических наук.,commentary,,,,,not_bibliographic,,
mention-0299,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,194,194,2,Варьяш О.И. Колонизация и крестьянство в Леоне и Кастилии в IX–XI веках // Проблемы испанской истории: сборник. 1979. C. 322–333. Она же. О положении сервов и либертинов в Леонском королевстве в X–XI вв. // СВ. 1980. № 43. C. 207–222.,full_reference,,,0.595,below_threshold,unresolved,,
mention-0300,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,195,195,1,"Например, Она же. История права и антропология права // Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 27–30; Она же. Юридическая культура португальского двора XIV в. (corte — “двор”, corte — “суд”) // Там же. С. 64–68.",full_reference,С. 27–30; С. 64–68,korneeva-research-038,0.98,exact_title,matched,,
mention-0301,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,196,196,1,"Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. 451 c.",full_reference,,,0.792,ambiguous,unresolved,,
mention-0302,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,197,197,1,"Право в средневековом мире : сборник статей / под ред. О.И. Варьяш. М.: Изд-во ИВИ РАН, 1996; Право в средневековом мире : сборник статей / под ред. О.И. Варьяш, И.И. Варьяш. СПб: Алетейя, 2001; Право в средневековом мире: сборник статей / под ред. И.И. Варьяш, Г.А. Поповой. М.: ИВИ РАН, 2007; Право в средневековом мире : сборник статей / под ред. И.И. Варьяш, Г.А. Поповой. М.: ИВИ РАН, 2008; Право в средневековом мире : сборник статей / под ред. И.И. Варьяш, Г.А. Поповой. М.: ИВИ РАН, 2009; Право в средневековом мире: сборник статей / под ред. Г.А. Поповой. М.: ИВИ РАН, 2010.",full_reference,,,0.523,below_threshold,unresolved,,
mention-0303,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,198,198,1,Там же. С. 86–90.,short_reference,С. 86–90,korneeva-research-038,1.0,sequential_short_reference,matched,,
mention-0304,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,199,199,1,Там же. С. 90.,short_reference,С. 90,korneeva-research-038,1.0,sequential_short_reference,matched,,
mention-0305,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,200,200,1,"Об этом можно судить по той проблематике, которая наиболее интересовала С.Д. Червонова:",commentary,,,,,not_bibliographic,,
